Date,Price,Return
12-Dec-06,1411.56,0.00
13-Dec-06,1413.21,0.00
14-Dec-06,1425.49,0.01
15-Dec-06,1427.09,0.00
18-Dec-06,1422.48,0.00
19-Dec-06,1425.55,0.00
20-Dec-06,1423.53,0.00
21-Dec-06,1418.30,0.00
22-Dec-06,1410.76,-0.01
26-Dec-06,1416.90,0.00
27-Dec-06,1426.84,0.01
28-Dec-06,1424.73,0.00
29-Dec-06,1418.30,0.00
3-Jan-07,1416.60,0.00
4-Jan-07,1418.34,0.00
5-Jan-07,1409.71,-0.01
8-Jan-07,1412.84,0.00
9-Jan-07,1412.11,0.00
10-Jan-07,1414.85,0.00
11-Jan-07,1423.82,0.01
12-Jan-07,1430.73,0.00
16-Jan-07,1431.90,0.00
17-Jan-07,1430.62,0.00
18-Jan-07,1426.37,0.00
19-Jan-07,1430.50,0.00
22-Jan-07,1422.95,-0.01
23-Jan-07,1427.99,0.00
24-Jan-07,1440.13,0.01
25-Jan-07,1423.90,-0.01
26-Jan-07,1422.18,0.00
29-Jan-07,1420.62,0.00
30-Jan-07,1428.82,0.01
31-Jan-07,1438.24,0.01
1-Feb-07,1445.94,0.01
2-Feb-07,1448.39,0.00
5-Feb-07,1446.99,0.00
6-Feb-07,1448.00,0.00
7-Feb-07,1450.02,0.00
8-Feb-07,1448.31,0.00
9-Feb-07,1438.06,-0.01
12-Feb-07,1433.37,0.00
13-Feb-07,1444.26,0.01
14-Feb-07,1455.30,0.01
15-Feb-07,1456.81,0.00
16-Feb-07,1455.54,0.00
20-Feb-07,1459.68,0.00
21-Feb-07,1457.63,0.00
22-Feb-07,1456.38,0.00
23-Feb-07,1451.19,0.00
26-Feb-07,1449.37,0.00
27-Feb-07,1399.04,-0.04
28-Feb-07,1406.82,0.01
1-Mar-07,1403.17,0.00
2-Mar-07,1387.17,-0.01
5-Mar-07,1374.12,-0.01
6-Mar-07,1395.41,0.02
7-Mar-07,1391.97,0.00
8-Mar-07,1401.89,0.01
9-Mar-07,1402.84,0.00
12-Mar-07,1406.60,0.00
13-Mar-07,1377.95,-0.02
14-Mar-07,1387.17,0.01
15-Mar-07,1392.28,0.00
16-Mar-07,1386.95,0.00
19-Mar-07,1402.06,0.01
20-Mar-07,1410.94,0.01
21-Mar-07,1435.04,0.02
22-Mar-07,1434.54,0.00
23-Mar-07,1436.11,0.00
26-Mar-07,1437.50,0.00
27-Mar-07,1428.61,-0.01
28-Mar-07,1417.23,-0.01
29-Mar-07,1422.53,0.00
30-Mar-07,1420.86,0.00
2-Apr-07,1424.55,0.00
3-Apr-07,1437.77,0.01
4-Apr-07,1439.37,0.00
5-Apr-07,1443.76,0.00
9-Apr-07,1444.61,0.00
10-Apr-07,1448.39,0.00
11-Apr-07,1438.87,-0.01
12-Apr-07,1447.80,0.01
13-Apr-07,1452.85,0.00
16-Apr-07,1468.33,0.01
17-Apr-07,1471.48,0.00
18-Apr-07,1472.50,0.00
19-Apr-07,1470.73,0.00
20-Apr-07,1484.35,0.01
23-Apr-07,1480.93,0.00
24-Apr-07,1480.41,0.00
25-Apr-07,1495.42,0.01
26-Apr-07,1494.25,0.00
27-Apr-07,1494.07,0.00
30-Apr-07,1482.37,-0.01
1-May-07,1486.30,0.00
2-May-07,1495.92,0.01
3-May-07,1502.39,0.00
4-May-07,1505.62,0.00
7-May-07,1509.48,0.00
8-May-07,1507.72,0.00
9-May-07,1512.58,0.00
10-May-07,1491.47,-0.01
11-May-07,1505.85,0.01
14-May-07,1503.15,0.00
15-May-07,1501.19,0.00
16-May-07,1514.14,0.01
17-May-07,1512.75,0.00
18-May-07,1522.75,0.01
21-May-07,1525.10,0.00
22-May-07,1524.12,0.00
23-May-07,1522.28,0.00
24-May-07,1507.51,-0.01
25-May-07,1515.73,0.01
29-May-07,1518.11,0.00
30-May-07,1530.23,0.01
31-May-07,1530.62,0.00
1-Jun-07,1536.34,0.00
4-Jun-07,1539.18,0.00
5-Jun-07,1530.95,-0.01
6-Jun-07,1517.38,-0.01
7-Jun-07,1490.72,-0.02
8-Jun-07,1507.67,0.01
11-Jun-07,1509.12,0.00
12-Jun-07,1493.00,-0.01
13-Jun-07,1515.67,0.02
14-Jun-07,1522.97,0.00
15-Jun-07,1532.91,0.01
18-Jun-07,1531.05,0.00
19-Jun-07,1533.70,0.00
20-Jun-07,1512.84,-0.01
21-Jun-07,1522.19,0.01
22-Jun-07,1502.56,-0.01
25-Jun-07,1497.74,0.00
26-Jun-07,1492.89,0.00
27-Jun-07,1506.34,0.01
28-Jun-07,1505.71,0.00
29-Jun-07,1503.35,0.00
2-Jul-07,1519.43,0.01
3-Jul-07,1524.87,0.00
5-Jul-07,1525.40,0.00
6-Jul-07,1530.44,0.00
9-Jul-07,1531.85,0.00
10-Jul-07,1510.12,-0.01
11-Jul-07,1518.76,0.01
12-Jul-07,1547.70,0.02
13-Jul-07,1552.50,0.00
16-Jul-07,1549.52,0.00
17-Jul-07,1549.37,0.00
18-Jul-07,1546.17,0.00
19-Jul-07,1553.08,0.00
20-Jul-07,1534.10,-0.01
23-Jul-07,1541.57,0.00
24-Jul-07,1511.04,-0.02
25-Jul-07,1518.09,0.00
26-Jul-07,1482.66,-0.02
27-Jul-07,1458.95,-0.02
30-Jul-07,1473.91,0.01
31-Jul-07,1455.27,-0.01
1-Aug-07,1465.81,0.01
2-Aug-07,1472.20,0.00
3-Aug-07,1433.06,-0.03
6-Aug-07,1467.67,0.02
7-Aug-07,1476.71,0.01
8-Aug-07,1497.49,0.01
9-Aug-07,1453.09,-0.03
10-Aug-07,1453.64,0.00
13-Aug-07,1452.92,0.00
14-Aug-07,1426.54,-0.02
15-Aug-07,1406.70,-0.01
16-Aug-07,1411.27,0.00
17-Aug-07,1445.94,0.02
20-Aug-07,1445.55,0.00
21-Aug-07,1447.12,0.00
22-Aug-07,1464.07,0.01
23-Aug-07,1462.50,0.00
24-Aug-07,1479.37,0.01
27-Aug-07,1466.79,-0.01
28-Aug-07,1432.36,-0.02
29-Aug-07,1463.76,0.02
30-Aug-07,1457.64,0.00
31-Aug-07,1473.99,0.01
4-Sep-07,1489.42,0.01
5-Sep-07,1472.29,-0.01
6-Sep-07,1478.55,0.00
7-Sep-07,1453.55,-0.02
10-Sep-07,1451.70,0.00
11-Sep-07,1471.49,0.01
12-Sep-07,1471.56,0.00
13-Sep-07,1483.95,0.01
14-Sep-07,1484.25,0.00
17-Sep-07,1476.65,-0.01
18-Sep-07,1519.78,0.03
19-Sep-07,1529.03,0.01
20-Sep-07,1518.75,-0.01
21-Sep-07,1525.75,0.00
24-Sep-07,1517.73,-0.01
25-Sep-07,1517.21,0.00
26-Sep-07,1525.42,0.01
27-Sep-07,1531.38,0.00
28-Sep-07,1526.75,0.00
1-Oct-07,1547.04,0.01
2-Oct-07,1546.63,0.00
3-Oct-07,1539.59,0.00
4-Oct-07,1542.84,0.00
5-Oct-07,1557.59,0.01
8-Oct-07,1552.58,0.00
9-Oct-07,1565.15,0.01
10-Oct-07,1562.47,0.00
11-Oct-07,1554.41,-0.01
12-Oct-07,1561.80,0.00
15-Oct-07,1548.71,-0.01
16-Oct-07,1538.53,-0.01
17-Oct-07,1541.24,0.00
18-Oct-07,1540.08,0.00
19-Oct-07,1500.63,-0.03
22-Oct-07,1506.33,0.00
23-Oct-07,1519.59,0.01
24-Oct-07,1515.88,0.00
25-Oct-07,1514.40,0.00
26-Oct-07,1535.28,0.01
29-Oct-07,1540.98,0.00
30-Oct-07,1531.02,-0.01
31-Oct-07,1549.38,0.01
1-Nov-07,1508.44,-0.03
2-Nov-07,1509.65,0.00
5-Nov-07,1502.17,0.00
6-Nov-07,1520.27,0.01
7-Nov-07,1475.62,-0.03
8-Nov-07,1474.77,0.00
9-Nov-07,1453.70,-0.01
12-Nov-07,1439.18,-0.01
13-Nov-07,1481.05,0.03
14-Nov-07,1470.58,-0.01
15-Nov-07,1451.15,-0.01
16-Nov-07,1458.74,0.01
19-Nov-07,1433.27,-0.02
20-Nov-07,1439.70,0.00
21-Nov-07,1416.77,-0.02
23-Nov-07,1440.70,0.02
26-Nov-07,1407.22,-0.02
27-Nov-07,1428.23,0.01
28-Nov-07,1469.02,0.03
29-Nov-07,1469.72,0.00
30-Nov-07,1481.14,0.01
3-Dec-07,1472.42,-0.01
4-Dec-07,1462.79,-0.01
5-Dec-07,1485.01,0.02
6-Dec-07,1507.34,0.01
7-Dec-07,1504.66,0.00
10-Dec-07,1515.96,0.01
11-Dec-07,1477.65,-0.03
12-Dec-07,1486.59,0.01
13-Dec-07,1488.41,0.00
14-Dec-07,1467.95,-0.01
17-Dec-07,1445.90,-0.02
18-Dec-07,1454.98,0.01
19-Dec-07,1453.00,0.00
20-Dec-07,1460.12,0.00
21-Dec-07,1484.46,0.02
24-Dec-07,1496.45,0.01
26-Dec-07,1497.66,0.00
27-Dec-07,1476.27,-0.01
28-Dec-07,1478.49,0.00
31-Dec-07,1468.36,-0.01
2-Jan-08,1447.16,-0.01
3-Jan-08,1447.16,0.00
4-Jan-08,1411.63,-0.02
7-Jan-08,1416.18,0.00
8-Jan-08,1390.19,-0.02
9-Jan-08,1409.13,0.01
10-Jan-08,1420.33,0.01
11-Jan-08,1401.02,-0.01
14-Jan-08,1416.25,0.01
15-Jan-08,1380.95,-0.03
16-Jan-08,1373.20,-0.01
17-Jan-08,1333.25,-0.03
18-Jan-08,1325.19,-0.01
22-Jan-08,1310.50,-0.01
23-Jan-08,1338.60,0.02
24-Jan-08,1352.07,0.01
25-Jan-08,1330.61,-0.02
28-Jan-08,1353.96,0.02
29-Jan-08,1362.30,0.01
30-Jan-08,1355.81,0.00
31-Jan-08,1378.55,0.02
1-Feb-08,1395.42,0.01
4-Feb-08,1380.82,-0.01
5-Feb-08,1336.64,-0.03
6-Feb-08,1326.45,-0.01
7-Feb-08,1336.91,0.01
8-Feb-08,1331.29,0.00
11-Feb-08,1339.13,0.01
12-Feb-08,1348.86,0.01
13-Feb-08,1367.21,0.01
14-Feb-08,1348.86,-0.01
15-Feb-08,1349.99,0.00
19-Feb-08,1348.78,0.00
20-Feb-08,1360.03,0.01
21-Feb-08,1342.53,-0.01
22-Feb-08,1353.11,0.01
25-Feb-08,1371.80,0.01
26-Feb-08,1381.29,0.01
27-Feb-08,1380.02,0.00
28-Feb-08,1367.68,-0.01
29-Feb-08,1330.63,-0.03
3-Mar-08,1331.34,0.00
4-Mar-08,1326.75,0.00
5-Mar-08,1333.70,0.01
6-Mar-08,1304.34,-0.02
7-Mar-08,1293.37,-0.01
10-Mar-08,1273.37,-0.02
11-Mar-08,1320.65,0.04
12-Mar-08,1308.77,-0.01
13-Mar-08,1315.48,0.01
14-Mar-08,1288.14,-0.02
17-Mar-08,1276.60,-0.01
18-Mar-08,1330.74,0.04
19-Mar-08,1298.42,-0.02
20-Mar-08,1329.51,0.02
24-Mar-08,1349.88,0.02
25-Mar-08,1352.99,0.00
26-Mar-08,1341.13,-0.01
27-Mar-08,1325.76,-0.01
28-Mar-08,1315.22,-0.01
31-Mar-08,1322.70,0.01
1-Apr-08,1370.18,0.04
2-Apr-08,1367.53,0.00
3-Apr-08,1369.31,0.00
4-Apr-08,1370.40,0.00
7-Apr-08,1372.54,0.00
8-Apr-08,1365.54,-0.01
9-Apr-08,1354.49,-0.01
10-Apr-08,1360.55,0.00
11-Apr-08,1332.83,-0.02
14-Apr-08,1328.32,0.00
15-Apr-08,1334.43,0.00
16-Apr-08,1364.71,0.02
17-Apr-08,1365.56,0.00
18-Apr-08,1390.33,0.02
21-Apr-08,1388.17,0.00
22-Apr-08,1375.94,-0.01
23-Apr-08,1379.93,0.00
24-Apr-08,1388.82,0.01
25-Apr-08,1397.84,0.01
28-Apr-08,1396.37,0.00
29-Apr-08,1390.94,0.00
30-Apr-08,1385.59,0.00
1-May-08,1409.34,0.02
2-May-08,1413.90,0.00
5-May-08,1407.49,0.00
6-May-08,1418.26,0.01
7-May-08,1392.57,-0.02
8-May-08,1397.68,0.00
9-May-08,1388.28,-0.01
12-May-08,1403.58,0.01
13-May-08,1403.04,0.00
14-May-08,1408.66,0.00
15-May-08,1423.57,0.01
16-May-08,1425.35,0.00
19-May-08,1426.63,0.00
20-May-08,1413.40,-0.01
21-May-08,1390.71,-0.02
22-May-08,1394.35,0.00
23-May-08,1375.93,-0.01
27-May-08,1385.35,0.01
28-May-08,1390.84,0.00
29-May-08,1398.26,0.01
30-May-08,1400.38,0.00
2-Jun-08,1385.67,-0.01
3-Jun-08,1377.65,-0.01
4-Jun-08,1377.20,0.00
5-Jun-08,1404.05,0.02
6-Jun-08,1360.68,-0.03
9-Jun-08,1361.76,0.00
10-Jun-08,1358.44,0.00
11-Jun-08,1335.49,-0.02
12-Jun-08,1339.87,0.00
13-Jun-08,1360.03,0.01
16-Jun-08,1360.14,0.00
17-Jun-08,1350.93,-0.01
18-Jun-08,1337.81,-0.01
19-Jun-08,1342.83,0.00
20-Jun-08,1317.93,-0.02
23-Jun-08,1318.00,0.00
24-Jun-08,1314.29,0.00
25-Jun-08,1321.97,0.01
26-Jun-08,1283.15,-0.03
27-Jun-08,1278.38,0.00
30-Jun-08,1280.00,0.00
1-Jul-08,1284.91,0.00
2-Jul-08,1261.52,-0.02
3-Jul-08,1262.90,0.00
7-Jul-08,1252.31,-0.01
8-Jul-08,1273.70,0.02
9-Jul-08,1244.69,-0.02
10-Jul-08,1253.39,0.01
11-Jul-08,1239.49,-0.01
14-Jul-08,1228.30,-0.01
15-Jul-08,1214.91,-0.01
16-Jul-08,1245.36,0.02
17-Jul-08,1260.32,0.01
18-Jul-08,1260.68,0.00
21-Jul-08,1260.00,0.00
22-Jul-08,1277.00,0.01
23-Jul-08,1282.19,0.00
24-Jul-08,1252.54,-0.02
25-Jul-08,1257.76,0.00
28-Jul-08,1234.37,-0.02
29-Jul-08,1263.20,0.02
30-Jul-08,1284.26,0.02
31-Jul-08,1267.38,-0.01
1-Aug-08,1260.31,-0.01
4-Aug-08,1249.01,-0.01
5-Aug-08,1284.88,0.03
6-Aug-08,1289.19,0.00
7-Aug-08,1266.07,-0.02
8-Aug-08,1296.32,0.02
11-Aug-08,1305.32,0.01
12-Aug-08,1289.59,-0.01
13-Aug-08,1285.83,0.00
14-Aug-08,1292.93,0.01
15-Aug-08,1298.20,0.00
18-Aug-08,1278.60,-0.02
19-Aug-08,1266.69,-0.01
20-Aug-08,1274.54,0.01
21-Aug-08,1277.72,0.00
22-Aug-08,1292.20,0.01
25-Aug-08,1266.84,-0.02
26-Aug-08,1271.51,0.00
27-Aug-08,1281.66,0.01
28-Aug-08,1300.68,0.01
29-Aug-08,1282.83,-0.01
2-Sep-08,1277.58,0.00
3-Sep-08,1274.98,0.00
4-Sep-08,1236.83,-0.03
5-Sep-08,1242.31,0.00
8-Sep-08,1267.79,0.02
9-Sep-08,1224.51,-0.03
10-Sep-08,1232.04,0.01
11-Sep-08,1249.05,0.01
12-Sep-08,1251.70,0.00
15-Sep-08,1192.70,-0.05
16-Sep-08,1213.60,0.02
17-Sep-08,1156.39,-0.05
18-Sep-08,1206.51,0.04
19-Sep-08,1255.08,0.04
22-Sep-08,1207.09,-0.04
23-Sep-08,1188.22,-0.02
24-Sep-08,1185.87,0.00
25-Sep-08,1209.18,0.02
26-Sep-08,1213.27,0.00
29-Sep-08,1106.42,-0.09
30-Sep-08,1166.36,0.05
1-Oct-08,1161.06,0.00
2-Oct-08,1114.28,-0.04
3-Oct-08,1099.23,-0.01
6-Oct-08,1056.89,-0.04
7-Oct-08,996.23,-0.06
8-Oct-08,984.94,-0.01
9-Oct-08,909.92,-0.08
10-Oct-08,899.22,-0.01
13-Oct-08,1003.35,0.11
14-Oct-08,998.01,-0.01
15-Oct-08,907.84,-0.09
16-Oct-08,946.43,0.04
17-Oct-08,940.55,-0.01
20-Oct-08,985.40,0.05
21-Oct-08,955.05,-0.03
22-Oct-08,896.78,-0.06
23-Oct-08,908.11,0.01
24-Oct-08,876.77,-0.04
27-Oct-08,848.92,-0.03
28-Oct-08,940.51,0.10
29-Oct-08,930.09,-0.01
30-Oct-08,954.09,0.03
31-Oct-08,968.75,0.02
3-Nov-08,966.30,0.00
4-Nov-08,1005.75,0.04
5-Nov-08,952.77,-0.05
6-Nov-08,904.88,-0.05
7-Nov-08,930.99,0.03
10-Nov-08,919.21,-0.01
11-Nov-08,898.95,-0.02
12-Nov-08,852.30,-0.05
13-Nov-08,911.29,0.07
14-Nov-08,873.29,-0.04
17-Nov-08,850.75,-0.03
18-Nov-08,859.12,0.01
19-Nov-08,806.58,-0.06
20-Nov-08,752.44,-0.07
21-Nov-08,800.03,0.06
24-Nov-08,851.81,0.06
25-Nov-08,857.39,0.01
26-Nov-08,887.68,0.03
28-Nov-08,896.24,0.01
1-Dec-08,816.21,-0.09
2-Dec-08,848.81,0.04
3-Dec-08,870.74,0.03
4-Dec-08,845.22,-0.03
5-Dec-08,876.07,0.04
8-Dec-08,909.70,0.04
9-Dec-08,888.67,-0.02
10-Dec-08,899.24,0.01
11-Dec-08,873.59,-0.03
12-Dec-08,879.73,0.01
15-Dec-08,868.57,-0.01
16-Dec-08,913.18,0.05
17-Dec-08,904.42,-0.01
18-Dec-08,885.28,-0.02
19-Dec-08,887.88,0.00
22-Dec-08,871.63,-0.02
23-Dec-08,863.16,-0.01
24-Dec-08,868.15,0.01
26-Dec-08,872.80,0.01
29-Dec-08,869.42,0.00
30-Dec-08,890.64,0.02
31-Dec-08,903.25,0.01
2-Jan-09,931.80,0.03
5-Jan-09,927.45,0.00
6-Jan-09,934.70,0.01
7-Jan-09,906.65,-0.03
8-Jan-09,909.73,0.00
9-Jan-09,890.35,-0.02
12-Jan-09,870.26,-0.02
13-Jan-09,871.79,0.00
14-Jan-09,842.62,-0.03
15-Jan-09,843.74,0.00
16-Jan-09,850.12,0.01
20-Jan-09,805.22,-0.05
21-Jan-09,840.24,0.04
22-Jan-09,827.50,-0.02
23-Jan-09,831.95,0.01
26-Jan-09,836.57,0.01
27-Jan-09,845.71,0.01
28-Jan-09,874.09,0.03
29-Jan-09,845.14,-0.03
30-Jan-09,825.88,-0.02
2-Feb-09,825.44,0.00
3-Feb-09,838.51,0.02
4-Feb-09,832.23,-0.01
5-Feb-09,845.85,0.02
6-Feb-09,868.60,0.03
9-Feb-09,869.89,0.00
10-Feb-09,827.16,-0.05
11-Feb-09,833.74,0.01
12-Feb-09,835.19,0.00
13-Feb-09,826.84,-0.01
17-Feb-09,789.17,-0.05
18-Feb-09,788.42,0.00
19-Feb-09,778.94,-0.01
20-Feb-09,770.05,-0.01
23-Feb-09,743.33,-0.04
24-Feb-09,773.14,0.04
25-Feb-09,764.90,-0.01
26-Feb-09,752.83,-0.02
27-Feb-09,735.09,-0.02
2-Mar-09,700.82,-0.05
3-Mar-09,696.33,-0.01
4-Mar-09,712.87,0.02
5-Mar-09,682.55,-0.04
6-Mar-09,683.38,0.00
9-Mar-09,676.53,-0.01
10-Mar-09,719.60,0.06
11-Mar-09,721.36,0.00
12-Mar-09,750.74,0.04
13-Mar-09,756.55,0.01
16-Mar-09,753.89,0.00
17-Mar-09,778.12,0.03
18-Mar-09,794.35,0.02
19-Mar-09,784.04,-0.01
20-Mar-09,768.54,-0.02
23-Mar-09,822.92,0.07
24-Mar-09,806.12,-0.02
25-Mar-09,813.88,0.01
26-Mar-09,832.86,0.02
27-Mar-09,815.94,-0.02
30-Mar-09,787.53,-0.04
31-Mar-09,797.87,0.01
1-Apr-09,811.08,0.02
2-Apr-09,834.38,0.03
3-Apr-09,842.50,0.01
6-Apr-09,835.48,-0.01
7-Apr-09,815.55,-0.02
8-Apr-09,825.16,0.01
9-Apr-09,856.56,0.04
13-Apr-09,858.73,0.00
14-Apr-09,841.50,-0.02
15-Apr-09,852.06,0.01
16-Apr-09,865.30,0.02
17-Apr-09,869.60,0.00
20-Apr-09,832.39,-0.04
21-Apr-09,850.08,0.02
22-Apr-09,843.55,-0.01
23-Apr-09,851.92,0.01
24-Apr-09,866.23,0.02
27-Apr-09,857.51,-0.01
28-Apr-09,855.16,0.00
29-Apr-09,873.64,0.02
30-Apr-09,872.81,0.00
1-May-09,877.52,0.01
4-May-09,907.24,0.03
5-May-09,903.80,0.00
6-May-09,919.53,0.02
7-May-09,907.39,-0.01
8-May-09,929.23,0.02
11-May-09,909.24,-0.02
12-May-09,908.35,0.00
13-May-09,883.92,-0.03
14-May-09,893.07,0.01
15-May-09,882.88,-0.01
18-May-09,909.71,0.03
19-May-09,908.13,0.00
20-May-09,903.47,-0.01
21-May-09,888.33,-0.02
22-May-09,887.00,0.00
26-May-09,910.33,0.03
27-May-09,893.06,-0.02
28-May-09,906.83,0.02
29-May-09,919.14,0.01
1-Jun-09,942.87,0.03
2-Jun-09,944.74,0.00
3-Jun-09,931.76,-0.01
4-Jun-09,942.46,0.01
5-Jun-09,940.09,0.00
8-Jun-09,939.14,0.00
9-Jun-09,942.43,0.00
10-Jun-09,939.15,0.00
11-Jun-09,944.89,0.01
12-Jun-09,946.21,0.00
15-Jun-09,923.72,-0.02
16-Jun-09,911.97,-0.01
17-Jun-09,910.71,0.00
18-Jun-09,918.37,0.01
19-Jun-09,921.23,0.00
22-Jun-09,893.04,-0.03
23-Jun-09,895.10,0.00
24-Jun-09,900.94,0.01
25-Jun-09,920.26,0.02
26-Jun-09,918.90,0.00
29-Jun-09,927.23,0.01
30-Jun-09,919.32,-0.01
1-Jul-09,923.33,0.00
2-Jul-09,896.42,-0.03
6-Jul-09,898.72,0.00
7-Jul-09,881.03,-0.02
8-Jul-09,879.56,0.00
9-Jul-09,882.68,0.00
10-Jul-09,879.13,0.00
13-Jul-09,901.05,0.02
14-Jul-09,905.84,0.01
15-Jul-09,932.68,0.03
16-Jul-09,940.74,0.01
17-Jul-09,940.38,0.00
20-Jul-09,951.13,0.01
21-Jul-09,954.58,0.00
22-Jul-09,954.07,0.00
23-Jul-09,976.29,0.02
24-Jul-09,979.26,0.00
27-Jul-09,982.18,0.00
28-Jul-09,979.62,0.00
29-Jul-09,975.15,0.00
30-Jul-09,986.75,0.01
31-Jul-09,987.48,0.00
3-Aug-09,1002.63,0.02
4-Aug-09,1005.65,0.00
5-Aug-09,1002.72,0.00
6-Aug-09,997.08,-0.01
7-Aug-09,1010.48,0.01
10-Aug-09,1007.10,0.00
11-Aug-09,994.35,-0.01
12-Aug-09,1005.81,0.01
13-Aug-09,1012.73,0.01
14-Aug-09,1004.09,-0.01
17-Aug-09,979.73,-0.02
18-Aug-09,989.67,0.01
19-Aug-09,996.46,0.01
20-Aug-09,1007.37,0.01
21-Aug-09,1026.13,0.02
24-Aug-09,1025.57,0.00
25-Aug-09,1028.00,0.00
26-Aug-09,1028.12,0.00
27-Aug-09,1030.98,0.00
28-Aug-09,1028.93,0.00
31-Aug-09,1020.62,-0.01
1-Sep-09,998.04,-0.02
2-Sep-09,994.75,0.00
3-Sep-09,1003.24,0.01
4-Sep-09,1016.40,0.01
8-Sep-09,1025.39,0.01
9-Sep-09,1033.37,0.01
10-Sep-09,1044.14,0.01
11-Sep-09,1042.73,0.00
14-Sep-09,1049.34,0.01
15-Sep-09,1052.63,0.00
16-Sep-09,1068.76,0.02
17-Sep-09,1065.49,0.00
18-Sep-09,1068.30,0.00
21-Sep-09,1064.66,0.00
22-Sep-09,1071.66,0.01
23-Sep-09,1060.87,-0.01
24-Sep-09,1050.78,-0.01
25-Sep-09,1044.38,-0.01
28-Sep-09,1062.98,0.02
29-Sep-09,1060.61,0.00
30-Sep-09,1057.08,0.00
1-Oct-09,1029.85,-0.03
2-Oct-09,1025.21,0.00
5-Oct-09,1040.46,0.01
6-Oct-09,1054.72,0.01
7-Oct-09,1057.58,0.00
8-Oct-09,1065.48,0.01
9-Oct-09,1071.49,0.01
12-Oct-09,1076.19,0.00
13-Oct-09,1073.19,0.00
14-Oct-09,1092.02,0.02
15-Oct-09,1096.56,0.00
16-Oct-09,1087.68,-0.01
19-Oct-09,1097.91,0.01
20-Oct-09,1091.06,-0.01
21-Oct-09,1081.40,-0.01
22-Oct-09,1092.91,0.01
23-Oct-09,1079.60,-0.01
26-Oct-09,1066.95,-0.01
27-Oct-09,1063.41,0.00
28-Oct-09,1042.63,-0.02
29-Oct-09,1066.11,0.02
30-Oct-09,1036.19,-0.03
2-Nov-09,1042.88,0.01
3-Nov-09,1045.41,0.00
4-Nov-09,1046.50,0.00
5-Nov-09,1066.63,0.02
6-Nov-09,1069.30,0.00
9-Nov-09,1093.08,0.02
10-Nov-09,1093.01,0.00
11-Nov-09,1098.51,0.01
12-Nov-09,1087.24,-0.01
13-Nov-09,1093.48,0.01
16-Nov-09,1109.30,0.01
17-Nov-09,1110.32,0.00
18-Nov-09,1109.80,0.00
19-Nov-09,1094.90,-0.01
20-Nov-09,1091.38,0.00
23-Nov-09,1106.24,0.01
24-Nov-09,1105.65,0.00
25-Nov-09,1110.63,0.00
27-Nov-09,1091.49,-0.02
30-Nov-09,1095.63,0.00
1-Dec-09,1108.86,0.01
2-Dec-09,1109.24,0.00
3-Dec-09,1099.92,-0.01
4-Dec-09,1105.98,0.01
7-Dec-09,1103.25,0.00
8-Dec-09,1091.94,-0.01
9-Dec-09,1095.95,0.00
10-Dec-09,1102.35,0.01
11-Dec-09,1106.41,0.00
14-Dec-09,1114.11,0.01
15-Dec-09,1107.93,-0.01
16-Dec-09,1109.18,0.00
17-Dec-09,1096.08,-0.01
18-Dec-09,1102.47,0.01
21-Dec-09,1114.05,0.01
22-Dec-09,1118.02,0.00
23-Dec-09,1120.59,0.00
24-Dec-09,1126.48,0.01
28-Dec-09,1127.78,0.00
29-Dec-09,1126.20,0.00
30-Dec-09,1126.42,0.00
31-Dec-09,1115.10,-0.01
4-Jan-10,1132.99,0.02
5-Jan-10,1136.52,0.00
6-Jan-10,1137.14,0.00
7-Jan-10,1141.69,0.00
8-Jan-10,1144.98,0.00
11-Jan-10,1146.98,0.00
12-Jan-10,1136.22,-0.01
13-Jan-10,1145.68,0.01
14-Jan-10,1148.46,0.00
15-Jan-10,1136.03,-0.01
19-Jan-10,1150.23,0.01
20-Jan-10,1138.04,-0.01
21-Jan-10,1116.48,-0.02
22-Jan-10,1091.76,-0.02
25-Jan-10,1096.78,0.00
26-Jan-10,1092.17,0.00
27-Jan-10,1097.50,0.00
28-Jan-10,1084.53,-0.01
29-Jan-10,1073.87,-0.01
1-Feb-10,1089.19,0.01
2-Feb-10,1103.32,0.01
3-Feb-10,1097.28,-0.01
4-Feb-10,1063.11,-0.03
5-Feb-10,1066.19,0.00
8-Feb-10,1056.74,-0.01
9-Feb-10,1070.52,0.01
10-Feb-10,1068.13,0.00
11-Feb-10,1078.47,0.01
12-Feb-10,1075.51,0.00
16-Feb-10,1094.87,0.02
17-Feb-10,1099.51,0.00
18-Feb-10,1106.75,0.01
19-Feb-10,1109.17,0.00
22-Feb-10,1108.01,0.00
23-Feb-10,1094.60,-0.01
24-Feb-10,1105.24,0.01
25-Feb-10,1102.94,0.00
26-Feb-10,1104.49,0.00
1-Mar-10,1115.71,0.01
2-Mar-10,1118.31,0.00
3-Mar-10,1118.79,0.00
4-Mar-10,1122.97,0.00
5-Mar-10,1138.70,0.01
8-Mar-10,1138.50,0.00
9-Mar-10,1140.45,0.00
10-Mar-10,1145.61,0.00
11-Mar-10,1150.24,0.00
12-Mar-10,1149.99,0.00
15-Mar-10,1150.51,0.00
16-Mar-10,1159.46,0.01
17-Mar-10,1166.21,0.01
18-Mar-10,1165.83,0.00
19-Mar-10,1159.90,-0.01
22-Mar-10,1165.81,0.01
23-Mar-10,1174.17,0.01
24-Mar-10,1167.72,-0.01
25-Mar-10,1165.73,0.00
26-Mar-10,1166.59,0.00
29-Mar-10,1173.22,0.01
